public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P0763,Amazon,Sasi,Lip,Lip Care,Lip Care,FBA,<500,Medium / 6-15,Unmapped,Unmapped,47.1,89.0,32.3,3.6,4.1,77.5,41.1,62.1,11.9,Low Risk,67.7,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1099,Amazon,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,46.7,88.0,33.3,4.0,4.0,75.4,39.8,60.5,12.3,Low Risk,65.6,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0261,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Very High / 51+,Unmapped,Unmapped,46.2,87.6,33.0,5.9,3.9,74.8,38.4,59.6,12.1,Low Risk,66.0,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0840,Amazon,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,46.1,87.1,32.4,3.9,4.3,76.7,39.8,61.2,12.0,Low Risk,66.7,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0758,Amazon,Sasi,Lip,Sunscreen,Sunscreen,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,46.0,86.9,32.0,3.2,4.3,76.9,40.4,61.6,12.0,Low Risk,66.5,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1185,Amazon,Watsons,Oral Care,Dental Floss Picks,Floss Picks,FBA,<500,Low / 3-5,Unmapped,Unmapped,45.8,82.4,32.0,6.7,4.0,74.0,38.1,59.2,11.9,Low Risk,64.6,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0581,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,45.8,44.1,15.1,4.3,4.0,90.2,50.9,73.5,6.2,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Amazon,Pantene,Hair Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,45.6,86.7,32.6,4.2,3.8,76.5,39.4,60.9,12.0,Low Risk,66.5,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1254,Amazon,Watsons,Oral Care,Dental Floss,Dental Floss,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,45.4,85.7,32.4,3.2,4.0,76.7,39.9,61.3,11.9,Low Risk,66.6,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1112,Amazon,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,45.1,85.1,31.9,3.0,3.9,78.1,40.1,62.1,11.8,Low Risk,68.3,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0024,Amazon,AR,Skin Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,44.9,84.5,33.6,6.5,4.2,73.1,36.3,57.9,12.4,Low Risk,63.4,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0531,Amazon,NEXCARE,Skin Care,General / Uncategorized,General Product,FBA,<500,Medium / 6-15,Unmapped,Unmapped,44.8,84.9,32.4,2.9,3.9,77.9,39.5,61.7,12.0,Low Risk,67.8,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1033,Amazon,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,44.4,84.1,32.3,4.7,4.1,75.7,38.0,60.0,12.1,Low Risk,65.7,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1039,Amazon,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,44.3,88.4,33.5,4.4,4.1,75.7,37.3,59.6,12.4,Low Risk,65.4,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0944,Amazon,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,44.3,83.7,32.7,5.2,3.8,75.8,37.5,59.7,12.1,Low Risk,65.2,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0476,Amazon,Listerine,Oral Care,Mouthwash,Mouthwash,FBA,500-999,Out of Stock / 0,Unmapped,Unmapped,44.2,76.9,30.8,4.2,3.8,78.6,39.3,62.0,11.4,Low Risk,68.9,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0595,Amazon,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,44.0,82.7,32.2,4.6,4.2,76.2,37.7,60.1,12.0,Low Risk,67.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0278,Amazon,Dove,Hair Care,Shampoo,Shampoo,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,43.8,83.1,33.3,8.1,4.5,72.1,34.4,56.5,12.3,Low Risk,63.5,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0780,Flipkart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,43.8,42.0,15.1,4.3,4.4,91.0,48.5,72.8,6.3,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,Flipkart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,43.6,41.8,15.4,6.2,3.8,89.4,47.2,71.5,6.3,Low Risk,83.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Amazon,Protex,Body Care,General / Uncategorized,General Product,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,43.5,91.4,34.3,4.9,3.4,75.1,36.3,58.8,12.6,Low Risk,64.9,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0262,Amazon,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,43.4,81.8,32.3,4.9,4.2,76.5,36.9,59.8,12.0,Low Risk,66.8,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1100,Amazon,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,43.2,81.4,32.7,4.9,4.1,76.1,36.6,59.5,12.1,Low Risk,65.5,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1044,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,43.1,42.4,15.2,2.7,4.3,91.0,48.7,73.1,6.2,Low Risk,85.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,Flipkart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,43.1,41.4,15.3,4.9,3.8,90.9,47.6,72.4,6.3,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Amazon,Colgate,Oral Care,Toothpaste,Toothpaste,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,43.0,85.7,33.8,4.7,4.0,75.2,35.9,58.7,12.5,Low Risk,65.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0555,Amazon,Oral-B,Oral Care,Dental Floss,Dental Floss,FBA,<500,Medium / 6-15,Unmapped,Unmapped,42.9,81.4,32.6,4.4,3.9,76.2,36.9,59.7,12.1,Low Risk,66.4,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0253,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,42.7,80.6,32.7,6.2,3.9,74.6,35.4,58.3,12.1,Low Risk,65.0,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1121,Flipkart,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,42.7,40.8,15.5,6.0,3.8,89.3,46.3,71.1,6.3,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Flipkart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,42.6,41.0,15.2,4.7,4.1,90.6,47.0,72.0,6.2,Low Risk,85.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Flipkart,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,42.5,40.8,15.2,2.9,4.8,91.4,47.6,72.7,6.3,Low Risk,85.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Amazon,Oral-B,Oral Care,Dental Floss,Dental Floss,FBA,<500,High / 16-50,Unmapped,Unmapped,42.4,84.1,32.8,3.8,4.3,77.1,36.4,59.9,12.2,Low Risk,67.7,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0529,Flipkart,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,42.4,40.8,15.2,3.5,4.1,91.4,47.5,72.7,6.2,Low Risk,85.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Flipkart,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,42.3,40.8,15.0,4.9,4.1,89.3,46.7,71.4,6.2,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,41.9,78.8,32.3,4.7,3.9,76.3,35.9,59.4,12.0,Low Risk,66.9,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0573,Flipkart,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,41.9,40.2,15.1,3.8,3.4,91.9,47.3,72.8,6.1,Low Risk,86.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Low / 3-5,Unmapped,Unmapped,41.7,87.3,33.5,3.4,3.8,76.9,35.8,59.6,12.4,Low Risk,66.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0781,Flipkart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,41.7,40.4,14.8,4.7,4.3,90.2,46.2,71.6,6.1,Low Risk,84.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,41.6,79.0,32.2,5.1,3.9,76.5,35.5,59.3,11.9,Low Risk,66.6,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1080,Flipkart,Tresemme,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,41.6,40.0,15.2,5.0,3.8,90.6,45.9,71.6,6.3,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Amazon,Dove,Hair Care,General / Uncategorized,General Product,FBA,<500,Very High / 51+,Unmapped,Unmapped,41.5,83.1,33.6,4.5,4.0,75.9,34.9,58.7,12.4,Low Risk,65.4,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0042,Flipkart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,41.3,39.8,15.1,3.8,4.4,90.3,45.9,71.6,6.2,Low Risk,84.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Flipkart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,41.2,39.8,15.1,3.4,3.3,92.8,46.7,73.0,6.2,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Flipkart,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,41.2,39.6,15.7,9.0,4.0,86.1,42.7,68.0,6.6,Low Risk,80.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Flipkart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,40.8,41.4,15.0,3.0,4.4,92.1,46.0,72.4,6.0,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Amazon,Snake Brand,Body Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,40.7,85.3,34.5,3.7,4.1,75.3,34.1,58.1,12.9,Low Risk,64.9,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0770,Amazon,Sasi,Skin Care,General / Uncategorized,General Product,FBA,<500,Medium / 6-15,Unmapped,Unmapped,40.2,84.5,34.2,3.3,3.9,75.9,34.3,58.5,12.7,Low Risk,64.8,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0813,Flipkart,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.2,38.8,15.3,6.2,3.7,89.8,43.7,70.2,6.3,Low Risk,84.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Flipkart,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.1,39.8,15.2,4.4,3.8,90.2,44.6,71.0,6.3,Low Risk,84.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Amazon,Protex,Body Care,General / Uncategorized,General Product,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,40.0,94.7,36.4,5.6,4.2,72.6,31.2,55.3,13.5,Low Risk,61.5,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0260,Flipkart,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,40.0,38.6,15.6,6.6,4.1,87.7,42.8,68.9,6.5,Low Risk,81.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.0,38.6,15.6,9.0,4.1,85.9,41.4,67.4,6.5,Low Risk,81.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Flipkart,Dove,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.0,38.4,15.4,5.8,4.4,87.5,43.2,69.1,6.5,Low Risk,81.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Flipkart,Pantene,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.0,38.4,15.4,8.9,3.7,86.8,41.8,68.0,6.4,Low Risk,81.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Flipkart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,40.0,38.2,15.2,2.6,3.8,92.3,45.5,72.4,6.1,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Amazon,Watsons,Skin Care,Lip Care,Lip Care,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,39.8,75.3,32.5,4.4,3.8,76.5,34.2,58.8,12.0,Low Risk,67.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0586,Flipkart,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,39.8,38.2,15.2,6.9,3.8,88.7,42.8,69.4,6.3,Low Risk,83.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Amazon,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,FBA,<500,Medium / 6-15,Unmapped,Unmapped,39.7,88.4,35.7,6.1,4.2,72.7,31.1,55.4,13.2,Low Risk,61.6,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0252,Flipkart,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,39.7,38.0,15.0,3.5,4.2,91.3,44.6,71.5,6.2,Low Risk,85.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,39.4,37.8,15.0,4.3,4.5,91.6,43.6,71.1,6.2,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Amazon,Sunsilk,Hair Care,Shampoo,Shampoo,FBA,<500,High / 16-50,Unmapped,Unmapped,39.3,93.3,36.7,3.6,4.0,74.5,31.8,56.5,13.6,Low Risk,63.4,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P1032,Amazon,Sunsilk,Hair Care,Shampoo,Shampoo,FBA,<500,High / 16-50,Unmapped,Unmapped,39.3,92.9,37.2,4.2,3.9,73.6,31.2,55.8,13.7,Low Risk,61.7,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P1043,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,39.2,39.6,15.1,3.6,4.2,92.0,43.9,71.5,6.2,Low Risk,85.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,39.1,38.0,15.2,2.6,3.5,93.1,44.7,72.4,6.0,Low Risk,88.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Flipkart,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,39.1,37.8,15.2,4.5,3.8,91.2,43.4,70.9,6.2,Low Risk,85.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Flipkart,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,38.9,37.3,15.2,3.6,3.8,92.0,43.7,71.4,6.1,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,Flipkart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,38.8,37.3,15.2,5.0,4.2,89.5,42.5,69.8,6.4,Low Risk,83.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Amazon,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,38.5,81.2,33.6,4.3,3.7,75.8,32.7,57.8,12.4,Low Risk,66.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P0342,Flipkart,Fino,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,38.5,36.9,15.1,4.0,4.9,89.8,42.5,69.9,6.3,Low Risk,83.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,Flipkart,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,38.4,39.0,15.5,6.9,3.7,89.4,41.2,69.0,6.3,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Flipkart,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,38.2,36.9,15.2,4.5,3.8,90.8,42.4,70.3,6.2,Low Risk,85.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Flipkart,Ambi Pur,Home & Kitchen,Air Freshener,Air Freshener,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,38.2,36.7,15.0,5.1,3.5,90.9,42.3,70.3,6.2,Low Risk,84.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Amazon,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,38.0,89.8,36.4,4.0,4.0,74.0,30.6,55.9,13.5,Low Risk,63.7,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0604,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,38.0,38.6,15.2,4.9,4.1,89.8,41.9,69.6,6.4,Low Risk,83.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,38.0,36.5,15.1,2.3,4.2,93.2,43.3,71.9,6.1,Low Risk,87.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Amazon,Protex,Body Care,General / Uncategorized,General Product,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,37.9,89.4,36.5,3.9,4.0,74.6,30.6,56.1,13.5,Low Risk,63.2,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0706,Amazon,Protex,Body Care,General / Uncategorized,General Product,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,37.9,79.8,34.0,3.4,3.9,76.4,32.4,58.0,12.5,Low Risk,66.4,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.
P1075,Flipkart,Tresemme,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,37.9,36.5,14.9,2.6,4.6,91.9,42.9,71.2,6.1,Low Risk,86.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Amazon,Sunsilk,Hair Care,Shampoo,Shampoo,FBA,<500,Out of Stock / 0,Unmapped,Unmapped,37.7,88.8,36.3,5.1,4.3,73.0,29.7,55.0,13.5,Low Risk,62.2,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P1146,Flipkart,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,37.7,36.3,15.0,2.3,4.2,93.5,43.0,71.9,6.1,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Amazon,Listerine,Oral Care,Mouthwash,Mouthwash,FBA,<500,Low / 3-5,Unmapped,Unmapped,37.6,88.6,36.3,3.1,3.7,74.7,31.1,56.5,13.5,Low Risk,63.4,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0795,Flipkart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,37.6,36.1,15.1,3.8,3.8,91.8,42.2,70.7,6.1,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Flipkart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,37.4,36.1,15.0,2.2,4.3,93.1,42.6,71.6,6.1,Low Risk,87.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
